Supplementary Table 5.  Raw measurements and metadata for F2s used in this study.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Sex,Grandmother Inbred Line,Corticosterone ng/mL,Litter.ID,Partuition.Number,Litter.Size,Cage.ID,Week.4.Weight,Week.5.Weight,Week.6.Weight,Week.7.Weight,Week.8.Weight,Week.9.Weight,Fecal.Boli.4wk,Humidity.4wk,Time.of.Day.4wk,Fecal.Boli.8wk,OF.8wk.Estrous,Humidity.8wk,Time.of.Day.8wk,Temperature.LD,Humidity.LD,Time.of.Day.LD,Fecal.Boli.LD.Total,Estrous.LD,Distance.Traveled.4wk,Time.in.Center.4wk.increased.radius,Distance.Traveled.8wk,Time.in.Center.8wk.increased.radius,Light.Chamber.Entrances.LD,Center.Crosses.LD,Time.in.Light.Chamber.LD,Time.Past.Center.LD
14750,Male,WSB,NA,1467,4,10,51,11.6,16.4,17.5,18.1,NA,NA,8,31,5.68,NA,Male,NA,NA,NA,NA,NA,NA,Male,158.1179986,314.0333333,NA,NA,NA,NA,NA,NA
14751,Male,WSB,NA,1467,4,10,51,10.5,15.2,19.3,20.3,NA,NA,7,32,5.07,NA,Male,NA,NA,NA,NA,NA,NA,Male,180.9622174,705.5333333,NA,NA,NA,NA,NA,NA
14752,Female,WSB,NA,1467,4,10,52,10.1,11.4,13.5,14.6,14.7,14.2,8,29,10.33,9,Female,25,4.8,70,34,9.58,1,Female,185.0615118,521.4666667,197.7344551,412.1666667,262,67,581.8333333,214.4333333
14753,Female,WSB,NA,1467,4,10,52,10.1,11.3,12.3,12.6,12.3,10.6,5,32,10.95,6,Female,25,5.43,70,34,10.33,1,Female,196.9130225,245.5,202.3631195,278.2,273,62,587.1,293.7
14809,Male,WSB,NA,1469,4,6,53,15.8,18.9,20,20.8,21.6,22.7,8,29,3.18,7,Male,39,9.48,70,28,3.25,9,Male,147.9024676,353.2333333,123.5163689,252.6333333,270,62,910.3666667,445.7333333
14810,Male,WSB,NA,1469,4,6,53,13.9,15.6,17.2,17.9,18.3,19.9,7,30,2.55,6,Male,39,8.85,70,27,3.98,3,Male,136.2465367,334.6,106.5302905,332.4,190,44,535.0333333,168.2
14812,Female,WSB,NA,1469,4,6,54,12.1,13.3,13.8,14.2,14.6,15.5,11,29,4.9,6,Female,31,6.37,72,23,4.42,3,Female,239.6705516,339.1333333,244.2909092,321.6333333,236,81,568.6666667,258.4666667
14813,Female,WSB,NA,1469,4,6,54,13.5,14.7,15.1,15,15.7,16.5,7,29,4.25,10,Female,29,5.73,72,23,5.17,4,Female,178.2671096,443.5,246.3407462,595.9666667,250,103,553.8666667,242.0666667
14854,Female,WSB,NA,1471,4,10,55,9.5,12.8,14,15.1,15.2,16.8,6,24,10.42,6,Estrous,36,10.57,72,26,5.18,7,Female,189.3180405,401.9,120.8437882,340.8666667,216,68,551.6333333,206.3333333
14855,Female,WSB,NA,1471,4,10,55,8.8,12.3,12.4,13.5,13.7,15.2,4,25,9.78,10,Female,36,11.2,72,26,5.95,0,Female,155.0058841,504.6,111.8162098,386.5666667,330,56,634.1,184.4666667
14896,Female,WSB,NA,1466,4,9,56,11.7,13.2,14.5,15,15,14.6,6,31,5.9,6,Female,29,3.1,72,19,10.63,9,Estrous,101.5713661,526.2666667,95.16148292,355.4,275,43,704.4,271.9
14897,Female,WSB,NA,1466,4,9,56,10,11.3,11.8,12.7,12.9,13.7,11,31,5.27,6,Female,27,3.72,72,21,9.87,3,Female,274.7870117,314.8333333,270.2134751,381.3333333,181,66,472.0666667,250.7
14903,Male,WSB,NA,1466,4,9,57,11,12.9,13.8,14.8,NA,NA,9,32,3.55,NA,Male,NA,NA,NA,NA,NA,NA,Male,150.7893206,374.0666667,NA,NA,NA,NA,NA,NA
14904,Male,WSB,NA,1466,4,9,57,13.7,14.7,15.3,15.5,NA,NA,8,32,4.17,NA,Male,NA,NA,NA,NA,NA,NA,Male,161.2487755,298.1666667,NA,NA,NA,NA,NA,NA
15013,Male,Gough,489.558,1526,2,7,58,13.7,15.1,16.3,16.9,17.1,18.2,5,24,9.42,5,Male,25,10.53,72,41,8.88,2,Male,177.081683,438.2,215.7384801,653.7333333,213,67,651.3666667,279.4666667
15015,Male,Gough,NA,1526,2,7,58,16.1,17.1,17.4,18.7,18.6,18.9,6,24,10.03,6,Male,25,11.13,72,41,8.15,2,Male,172.7792358,459.0333333,149.6733218,467.1,355,47,680.7666667,192.7666667
15016,Female,Gough,NA,1526,2,7,59,12.3,14.3,15,16,15.6,16.6,8,24,5.3,5,Female,25,9.28,72,37,3.82,5,Female,189.9123905,584.4666667,195.3436245,514.7,297,88,610.1333333,283.5666667
15017,Female,Gough,NA,1526,2,7,59,13.7,15.1,16.1,17.4,17.2,18.7,11,27,4.67,9,Female,25,8.63,70,37,3.08,3,Female,208.1051707,502.6666667,205.7630774,438.5,355,67,814.0333333,311.0666667
15039,Female,Gough,NA,1485,3,9,60,13.2,14.8,16.1,17.3,17.4,18.2,10,25,2.72,10,Female,25,4.05,72,38,5.77,5,Female,218.1687432,527.3333333,210.5297054,609.8,478,62,704.3333333,149.8
15040,Female,Gough,NA,1485,3,9,60,12.4,13.8,15.3,15.7,15.9,16.8,8,25,3.6,10,Female,26,3.43,72,38,5.03,0,Female,184.7830764,451.5666667,255.6502994,626,218,74,508.7333333,146.5666667
15041,Male,Gough,NA,1485,3,9,61,12.6,14.5,13.3,14.5,14.3,13.9,10,24,6.7,11,Male,25,6.9,72,42,10.1,5,Male,200.4547877,465.3333333,254.2335307,442.2333333,292,83,618.4,248.6333333
15042,Male,Gough,NA,1485,3,9,61,12.4,13.3,14.1,14.8,13.3,14.4,10,24,8.32,9,Male,25,6.25,72,41,10.82,4,Male,97.04788902,322.7,102.8729304,360.9,195,39,423.9666667,180.6666667
15065,Female,WSB,NA,1468,5,8,62,14.2,15.8,17.1,18.7,18.3,18.9,9,24,4.97,5,Estrous,23,8.12,73,36,8.53,5,Female,133.1031097,542.6,179.3676793,525.6333333,285,36,556.2666667,198.1666667
15066,Female,WSB,NA,1468,5,8,62,13.6,16.3,18.5,19.1,18.3,19.4,9,24,4.32,6,Female,23,8.73,72,40,7.78,0,Female,162.3714081,320.8,195.6123895,570.9333333,406,70,694.8333333,192.9
15069,Male,WSB,NA,1468,5,8,63,15.4,17.4,17.4,18.2,17.2,16.9,9,35,2.58,4,Male,23,10.58,72,35,9.77,0,Male,129.8157005,618.8666667,143.046204,382.7,294,42,545.6,217.0333333
15072,Male,WSB,NA,1468,5,8,63,13.5,16,18.3,18.9,19.7,20.3,8,25,3.22,9,Male,23,9.95,72,35,10.48,2,Male,171.78413,514.3666667,109.3395224,441.8666667,278,56,684.1333333,275.5333333
15127,Female,WSB,NA,1469,5,5,64,13.6,15.6,16.6,16.9,17.3,18.3,6,24,9.37,8,Female,39,10.17,73,64,8.45,8,Female,157.498296,357.0333333,128.1344648,348.8666667,347,59,627.3,195.5
15128,Female,WSB,NA,1469,5,5,64,13.4,13.6,15.5,16.1,17.1,19.9,7,24,8.73,10,Female,40,9.55,73,64,7.68,6,Female,145.2272595,327.8333333,90.35331889,339.2333333,142,29,362.2333333,118.1333333
15129,Male,WSB,NA,1469,5,5,65,19.3,20.9,22.2,23,23.3,24.7,9,25,3.03,6,Male,39,3.95,73,62,10.47,1,Male,121.1192236,321.8,99.5258952,180.2333333,113,32,679,209.1666667
15130,Male,WSB,NA,1469,5,5,65,13.2,14.7,16.3,16.7,17.2,17.3,9,25,3.65,9,Male,38,3.33,73,63,9.73,0,Male,184.7768695,405.9666667,194.6422246,402.6666667,272,53,541.3666667,172.8333333
15158,Female,WSB,NA,1471,5,12,66,8.5,10.2,11.7,12.1,12,12.1,8,33,5.12,9,Female,46,9.28,73,63,10.18,5,Female,146.8211443,582.3333333,112.9956052,557.8,384,45,508.4666667,184.6
15159,Female,WSB,NA,1471,5,12,66,9.7,11.8,13.6,14.3,14.6,15.7,8,33,4.47,0,Female,46,8.65,73,62,9.43,0,Female,204.6899389,420.1333333,182.6018144,519.1666667,275,65,585.1666667,238.2
15165,Male,WSB,NA,1471,5,12,67,12.7,17.1,17.1,19,19.6,20.8,12,33,3.37,7,Male,46,6.07,72,57,6.17,7,Male,121.0613537,576.0666667,131.0648458,609.9,326,40,651.7666667,194.5
15166,Male,WSB,NA,1471,5,12,67,10.7,14.4,15.4,16.9,17.9,19.2,8,33,2.73,12,Male,47,5.43,72,64,5.43,6,Male,170.6517742,442.7333333,87.37234543,405.7,157,51,672.4333333,278.8333333
15167,Male,WSB,NA,1471,5,12,68,9,9,12.2,17,13.9,14.7,4,32,9.68,1,Male,45,10.52,73,61,9.42,4,Male,226.0703739,392.3666667,305.1097413,572.1333333,328,124,722.6333333,299.0666667
15168,Male,WSB,NA,1471,5,12,68,11.8,15.4,16.3,16.3,16.7,17.2,5,31,10.3,10,Male,44,11.15,73,60,10.17,9,Male,165.4431556,421,134.7312324,341.5666667,426,44,810.5666667,282.6
15202,Female,WSB,NA,1466,5,10,69,9.6,10.4,12,12,12,12.9,8,32,8.03,12,Female,47,3.45,66,44,4.4,8,Female,209.7207891,669.5,256.9203544,699.6333333,484,82,670.9,215.1333333
15203,Female,WSB,NA,1466,5,10,69,9.4,9.8,11.2,11.3,12.5,12.8,2,32,8.63,7,Female,47,2.83,66,43,5.2,6,Female,151.1882319,571.1,167.5237936,501.7666667,428,54,832.5333333,224.5
15204,Male,WSB,NA,1466,5,10,70,13.6,16.7,17.5,17.6,18.6,19.3,7,32,5.68,9,Male,46,1.77,66,44,2.42,12,Male,125.5704408,464.8333333,196.7911869,511.8333333,382,55,685.2333333,233.6666667
15206,Male,WSB,NA,1466,5,10,70,11.1,13.5,15.7,15.7,17.1,18.7,7,32,5.07,14,Male,44,1.12,66,44,3.18,0,Male,170.3877852,378.7,142.3432696,569.2333333,258,46,640.8333333,239.0666667
15286,Female,Gough,NA,1526,3,10,71,8.2,10.8,12.7,13.5,13.7,14.5,8,27,5.6,8,Female,74,9.2,72,60,8.4,5,Female,143.3994605,433.9333333,174.2021573,395.2333333,265,57,681.1,277.3333333
15288,Female,Gough,NA,1526,3,10,72,11.8,13.9,15.1,15.7,16.1,17,11,22,8.05,6,Female,71,10.4,72,55,9.67,0,Estrous,137.024148,825.9,179.3305566,645.1333333,424,49,727.1333333,210.8
15289,Female,Gough,662.468,1526,3,10,72,11.6,13.5,13.9,14.1,13.6,13.8,5,23,7.43,5,Female,70,11.02,72,51,10.42,0,Female,176.9110571,548.3333333,171.7249412,676.7666667,273,69,829.6,362.7666667
15290,Female,Gough,NA,1526,3,10,71,6.6,10.4,12.1,12.6,13,14.3,NA,27,4.98,10,Female,76,8.55,72,65,7.63,6,Female,91.14553721,441.5666667,121.4146447,416,245,51,639.5333333,205.7
15291,Male,Gough,NA,1526,3,10,73,12.5,15.7,13.6,16.9,18.7,19.5,9,27,3.88,2,Male,46,10.65,73,62,7.97,3,Male,128.4556581,670.9666667,205.6338893,768.0333333,173,55,623.8666667,273.4333333
15293,Male,Gough,NA,1526,3,10,74,13.4,16.3,17.6,18.2,19,20,6,23,9.2,5,Male,45,8.3,73,61,9.9,0,Male,145.5619813,460.1666667,155.3680674,592.7333333,166,42,587.6333333,194.5333333
15294,Male,Gough,NA,1526,3,10,74,17.9,20.1,20.3,21.3,21.7,22.2,7,22,9.8,7,Male,45,8.93,73,61,10.63,7,Male,152.5653564,431.1,179.6841083,526.5666667,NA,NA,NA,NA
15295,Male,Gough,NA,1526,3,10,73,14.4,17.6,17,18.5,20.1,20.7,9,27,3.25,3,Male,44,10.02,73,62,8.68,4,Male,150.4518978,555.9,153.436765,416.2,293,37,678.6666667,155
15298,Female,WSB,NA,1468,6,5,75,14.3,16.3,16.7,17.6,16.6,18.2,7,23,8.45,10,Female,58,10.57,66,46,3.9,0,Female,112.4809193,397.9333333,175.0888814,378.9,286,54,647.7333333,204.3333333
15299,Female,WSB,NA,1468,6,5,75,13,15.2,15.5,17.1,17.2,17.6,7,23,9.07,1,Female,61,9.92,68,44,4.67,2,Female,110.3924375,434.1,126.1448163,461.6,293,60,782.6333333,210.3333333
15323,Female,Gough,1000,1486,4,10,76,11.4,14.9,14.3,14.8,13.8,14,10,23,8.1,12,Female,47,4.75,68,34,7.93,6,Female,98.47167906,360.8333333,159.3676279,419.8666667,335,52,654.5333333,162.7666667
15324,Female,Gough,NA,1486,4,10,76,11.7,14.2,15.2,15.8,15.5,16.4,3,23,7.5,3,Female,47,5.38,68,34,8.68,3,Estrous,186.2236066,595.8333333,273.6164517,442.0666667,215,94,620.0333333,281.4
15345,Female,Gough,NA,1483,4,10,77,10.8,10.7,11.6,12.5,12.3,13.6,7,24,5,1,Female,44,9.5,66,40,3.03,0,Female,160.716281,364.6333333,237.7051755,354.3,NA,NA,NA,NA
15346,Female,Gough,NA,1483,4,10,77,9.8,11.4,12.1,13,12.2,12.6,5,24,5.62,7,Female,41,10.13,68,42,3.68,6,Female,87.06362281,440.5666667,205.8293281,496.3666667,276,52,504.7333333,188.2
15348,Male,Gough,NA,1483,4,10,78,12.5,15.9,16.2,15.9,15.8,17,9,22,8.98,9,Male,47,3.73,70,42,8.23,10,Male,125.6757572,669.1,185.1182666,668,201,59,505.6666667,209
15349,Male,Gough,NA,1483,4,10,78,11.8,12.8,15.5,15.4,15,15.9,7,22,8.37,6,Male,47,3.1,70,40,8.95,7,Male,125.1273723,226.1,129.8061848,445.4333333,196,34,563.9,181.1
15350,Male,Gough,NA,1483,4,10,79,10.4,12.4,14.4,15.5,15.5,15.8,7,25,3.9,10,Male,54,3.82,68,44,5.68,10,Male,252.8270426,296.4333333,256.6077785,402.1333333,246,76,572.3,223.6333333
15351,Male,Gough,NA,1483,4,10,79,14.8,17.7,18.7,20.1,20,20.8,12,26,3.25,9,Male,56,4.47,68,43,4.95,9,Male,157.8986248,411.6666667,225.4150746,797.1333333,201,40,493.2333333,161.5333333
15384,Female,WSB,NA,1467,6,10,80,10.7,11.9,13.8,14,13.5,13.9,8,46,9.45,15,Female,45,4.3,73,56,10,1,Female,176.6383989,375.6,219.3886746,525.6666667,286,52,478.8666667,184
15385,Female,WSB,NA,1467,6,10,80,9.9,11.3,13.6,14,13.9,13.9,12,46,10.08,9,Female,46,3.67,73,57,10.75,3,Female,212.6362445,283.7666667,233.9906248,372.6,NA,NA,NA,NA
15386,Female,WSB,NA,1467,6,10,81,10,12.6,14,14.6,14.4,15.6,7,45,8.35,10,Female,43,5.65,70,54,3.5,12,Female,141.63665,440.8333333,178.7352667,379.9,344,59,631.5,207.1666667
15387,Female,WSB,NA,1467,6,10,81,9.9,12.4,13.1,14.2,14.6,14.7,4,45,9.73,7,Female,43,6.28,72,53,4.28,7,Female,186.0386313,428.0333333,146.2747237,417.6333333,320,50,513.6,220.6333333
15388,Female,WSB,NA,1467,6,10,82,9.3,11.7,12.5,12.8,NA,NA,5,32,8.95,NA,Female,NA,NA,NA,NA,NA,NA,Female,114.6241472,368.9333333,NA,NA,NA,NA,NA,NA
15389,Female,WSB,NA,1467,6,10,82,9.2,11.2,12,12.8,NA,NA,7,33,8.33,NA,Female,NA,NA,NA,NA,NA,NA,Female,113.921256,466.6,NA,NA,NA,NA,NA,NA
15390,Male,WSB,NA,1467,6,10,83,12.9,15.5,17.3,17.3,17.9,19.2,4,31,10.67,8,Male,40,9.53,72,56,8.08,7,Male,111.5059154,251.4666667,160.5864559,366.4333333,177,53,525.9333333,208
15392,Male,WSB,NA,1467,6,10,83,12.8,16.7,18.5,19.6,19.7,20,5,31,10.03,3,Male,40,10.18,73,56,8.78,7,Male,152.1391985,370.6333333,106.1283387,281.6,119,40,556.3333333,275.7666667
15408,Female,WSB,NA,1471,6,12,84,11.3,13.3,14.6,NA,NA,NA,6,40,7.8,NA,Female,NA,NA,NA,NA,NA,NA,Female,141.327212,445.6333333,NA,NA,NA,NA,NA,NA
15409,Female,WSB,NA,1471,6,12,84,11.5,13.7,14.7,NA,NA,NA,7,40,8.43,NA,Female,NA,NA,NA,NA,NA,NA,Female,161.3595534,580.5,NA,NA,NA,NA,NA,NA
15415,Male,WSB,NA,1471,6,12,85,12.3,17,16.9,18.3,18.5,19.2,8,39,5.67,6,Male,39,10.82,68,50,8.53,8,Male,160.2085946,391.4666667,146.0363586,468.7333333,166,49,661.4333333,288.7333333
15416,Male,WSB,NA,1471,6,12,85,10.5,14.5,15.4,16.3,16.6,16.9,5,38,5.03,0,Male,39,11.43,68,49,9.28,0,Male,110.1303594,528.2,215.6990735,658.4,223,90,776.5,274.8666667
15433,Female,Gough,NA,1525,4,9,86,12.3,14.6,15.2,15.9,15.6,16.2,5,41,8,5,Female,47,5.85,68,58,8.78,10,Female,144.8360392,531.8333333,126.4933664,414.4666667,205,88,746.0333333,341.1666667
15434,Female,Gough,729.058,1525,4,9,86,11.8,13,14.7,16.4,16.1,16.7,7,40,8.62,11,Female,47,5.22,68,54,7.98,11,Female,112.1961669,529.6333333,99.78956901,551.3,145,54,618.5333333,288.4333333
15436,Male,Gough,NA,1525,4,9,87,17.2,18.7,19.1,20.3,20.7,21.4,7,40,9.72,11,Male,50,3.48,68,52,10.77,0,Male,115.7197691,387.9,109.8947717,461.1666667,242,65,642.9666667,258.4666667
15437,Male,Gough,NA,1525,4,9,87,14.1,16.9,17.1,17.9,18.5,18,8,40,10.35,10,Male,48,4.08,68,54,10.03,9,Male,130.7132395,357.1333333,93.14758317,400.9666667,278,39,848.2,207.8666667
15497,Female,Gough,NA,1484,4,11,88,13,14.9,15.3,16.3,18.4,18.8,7,63,4.33,9,Female,60,4.17,73,74,7.32,9,Female,261.2116423,605.8333333,217.0047695,644.1666667,178,67,662.9666667,367.6666667
15498,Female,Gough,NA,1484,4,11,88,12.6,14.1,13.9,13.8,14.3,13.9,6,63,3.7,13,Female,60,3.53,73,77,6.58,5,Female,111.0728225,697.2666667,183.1645982,694.7666667,164,108,754.9,503.2333333
15499,Male,Gough,525.459,1484,4,11,89,13.6,14.5,15.6,15.3,15.7,16.8,6,64,4.53,9,Male,62,8.38,73,76,4.92,6,Male,181.3566053,666.9,142.807866,674.6333333,172,68,608.0333333,322.8333333
15500,Male,Gough,NA,1484,4,11,89,10.5,15.3,15.7,16.2,15.9,16.7,11,66,5.17,10,Male,62,9.23,72,73,4.18,11,Male,144.7028059,201.4666667,148.3731428,235.7666667,117,35,409.3,183.1666667
15501,Male,Gough,NA,1484,4,11,90,13.2,16.5,17.8,18.1,18.7,15.7,9,61,2.8,9,Male,59,6.05,73,70,8.67,4,Male,132.0747823,664.9,125.8672199,545.0333333,168,72,696.7666667,382.8666667
15502,Male,Gough,NA,1484,4,11,90,15.5,18.6,17.9,18.4,19.4,15.5,11,62,3.43,6,Male,60,5.4,73,70,9.38,4,Male,175.8501536,533.6666667,158.3202386,478.6666667,137,60,937.1666667,477.5
15503,Male,Gough,NA,1484,4,11,91,12.8,15.5,15.5,16.1,16.9,17,5,66,5.4,10,Male,62,10.48,72,76,3.72,9,Male,90.06440219,655.6333333,51.48748581,332,162,33,541.7666667,186.5666667
15504,Male,Gough,NA,1484,4,11,91,12.9,15.8,16.1,16.1,16.9,17.1,6,67,6.03,11,Male,62,11.12,72,76,4.45,7,Male,77.59922429,500.0333333,105.3406769,187.9333333,172,39,500.8333333,197.7
15534,Female,Gough,NA,1526,4,11,92,11.1,12.1,13.2,14,13.8,13.7,7,32,5.88,7,Female,69,5,77,60,10.9,7,Female,110.0461493,228,177.5226169,327.9666667,221,42,679.3666667,346.2666667
15535,Female,Gough,NA,1526,4,11,92,12.7,13,14.8,15.5,16.2,16.5,8,31,5.27,8,Female,68,4.38,77,59,10.15,0,Estrous,133.58342,614.5666667,190.0753719,516.6666667,205,49,588.3333333,218.1
15543,Male,Gough,NA,1526,4,11,93,14.4,16.1,15.7,16.3,17,17.2,10,30,4.13,10,Male,66,3.27,75,61,8.93,5,Male,133.5988095,482.6,258.3896826,510.2333333,203,46,527.5,195.5
15544,Male,Gough,NA,1526,4,11,93,10.8,12,14.1,15.4,16.2,16.5,7,31,3.5,10,Male,65,2.63,75,62,8.22,7,Male,153.0778553,561.3,183.3479298,476.7666667,132,37,434.1666667,147.8666667
15558,Female,WSB,NA,1469,7,9,94,10.7,13,13.7,14.1,15.2,15.8,9,44,5.92,5,Female,62,8.17,77,63,4.47,9,Female,190.2893718,567.2,149.1244665,613.3,218,61,689.9666667,259.5666667
15559,Female,WSB,NA,1469,7,9,94,11,14.1,14.3,14.7,14.8,16.1,8,44,5.28,14,Female,60,8.8,77,62,3.72,8,Female,213.5181583,499.3,163.739583,431.0666667,253,67,596.2666667,251.2
15560,Female,WSB,NA,1469,7,9,95,10.9,14.7,14.3,14.5,14.4,16.3,14,49,8.72,10,Female,57,10.65,79,58,10.48,0,Female,201.5193132,417.9666667,193.0131981,401.4666667,349,67,546.5666667,188.1333333
15561,Female,WSB,NA,1469,7,9,95,11.2,14,14.8,15.6,16.3,17.4,12,51,9.33,9,Female,57,10,79,59,9.6,6,Female,173.6380653,297.1666667,127.9347648,341.8,299,44,631.6,212.1
15562,Male,WSB,NA,1469,7,9,96,12,17.7,18.4,19.3,20.1,20.6,5,38,3.52,4,Male,68,11,77,59,8.42,8,Male,141.2752455,340.6666667,122.2543145,412.8666667,236,57,576.6333333,215.4333333
15563,Male,WSB,NA,1469,7,9,96,10.7,14.6,16.6,18.5,19.1,19.8,8,41,4.15,12,Male,67,11.62,77,58,7.68,10,Male,176.0945042,539.1333333,125.9328311,342.9333333,318,74,755.9333333,241.1333333
15618,Male,Gough,NA,1486,5,13,97,11.2,12.8,14.2,13.2,13.9,14.5,10,65,8.23,9,Male,58,9.82,73,62,9.52,5,Male,169.7404235,287,205.6405589,472.6,249,76,731.9333333,314.4333333
15619,Male,Gough,NA,1486,5,13,97,11.6,13.1,15.4,15.7,15.6,16.8,9,65,8.85,8,Male,57,10.45,73,65,8.82,5,Male,139.4951633,569.4666667,137.2480305,605,249,48,560.8333333,215.5
15743,Female,WSB,NA,1466,7,10,98,11.7,13.1,14.7,15.4,15.3,15.9,7,48,6.97,6,Female,63,11.2,73,52,5.82,10,Female,139.534061,437.7333333,143.0252938,331.8333333,253,46,638.9,268.3666667
15744,Female,WSB,NA,1466,7,10,98,10.8,13,14.3,14.6,14.5,14.8,7,45,7.58,8,Female,64,10.57,72,52,5.07,6,Female,181.7486059,267.3,165.5553407,219.7,405,53,544.5333333,214.4666667
15745,Male,WSB,NA,1466,7,10,99,12.3,14.3,15.7,15.6,15.3,15.3,5,54,3.77,7,Male,65,8.8,72,53,3.08,8,Male,146.0004196,439.4,70.60778859,426.6,382,72,695.6666667,198.6
15746,Male,WSB,NA,1466,7,10,99,14.5,16.6,17.3,17.4,17.7,18.5,7,54,3.13,8,Male,65,9.45,72,52,3.78,6,Male,118.0947719,385.6666667,121.9142577,226.6,85,57,539.4666667,240.6
15854,Female,Gough,NA,1526,5,11,100,11.2,13.2,14.8,15.2,14.7,14.8,6,66,3.72,8,Female,58,11,73,48,11.35,5,Estrous,110.416516,396.6,71.51858776,117,218,38,514.8666667,163.7
15855,Female,Gough,NA,1526,5,11,100,12.6,14.8,16.5,17,16.5,17.8,8,65,4.35,7,Female,59,10.38,73,49,10.6,4,Female,121.148256,372.5,142.3637462,479.8,340,47,564.0333333,181.9666667
15856,Female,Gough,NA,1526,5,11,101,12.5,15.3,16.7,17.3,17.5,18.7,9,71,8.3,10,Female,58,3.7,72,61,5.68,8,Estrous,139.2315597,759.3666667,127.4667516,616.9333333,276,55,608.8,148.2
15858,Female,Gough,NA,1526,5,11,101,13.6,16.2,16.4,16.2,16.6,17.4,6,72,8.93,10,Female,57,3.03,72,61,4.93,9,Female,152.4176482,220,112.5485863,442.1,271,44,479.3,162.9333333
15859,Male,Gough,NA,1526,5,11,102,11.5,16.1,17.6,18.9,19.7,22.5,5,67,5.42,7,Male,59,8.67,72,58,9.1,11,Male,210.3800125,267.9666667,205.9325089,336.2,289,40,600.6,185.4333333
15860,Male,Gough,NA,1526,5,11,102,11.6,15.3,17.3,16.8,18.3,20.6,9,67,6.05,5,Male,59,9.3,72,60,8.37,12,Male,238.1896035,325.9666667,178.8968002,349.9333333,265,69,559.4,233.1333333
15861,Male,Gough,NA,1526,5,11,103,12.2,17.8,19.8,20.8,20.9,21.4,7,74,10,7,Male,60,5.07,70,58,2.97,8,Male,165.7875,481.7666667,107.6963877,482.3,240,52,611.9666667,227.2666667
15862,Male,Gough,197.237,1526,5,11,103,15.9,19.6,20.8,21,21.1,22.2,9,74,10.63,12,Male,60,5.68,72,61,3.7,13,Male,118.6589594,327.5,178.8693118,259.4,157,57,515.9333333,204.7666667
15865,Female,WSB,NA,1469,8,7,104,14.3,15.5,15.8,15.8,15.5,15.9,8,72,4.68,6,Female,64,3,70,51,5.62,7,Female,128.4200718,516.6333333,159.4102885,432.9333333,361,66,652.2333333,228.8
15866,Female,WSB,NA,1469,8,7,104,14.1,17.5,19,20.1,20.5,21,8,74,4.07,7,Female,65,3.62,70,54,4.85,4,Estrous,117.2694778,615.8333333,135.4502905,485.1666667,305,68,792,236.1333333
15868,Female,WSB,NA,1469,8,7,105,13.1,14.4,15.2,15.9,16.2,16,4,61,9.45,8,Female,68,4.83,72,51,8.62,7,Female,176.7066407,539.8,160.8942492,530.2666667,175,46,586.4,256.7333333
15869,Female,WSB,NA,1469,8,7,105,12.8,14,14.9,15.7,16.3,17,7,64,8.55,9,Female,69,5.47,72,52,9.37,8,Female,161.6000859,398.2666667,172.5821021,478.3666667,282,45,648.5333333,214.9
15870,Male,WSB,NA,1469,8,7,106,16.2,19.9,21.9,22.2,NA,NA,8,57,10.6,NA,Male,NA,NA,NA,NA,NA,NA,Male,178.2743474,495.4666667,NA,NA,NA,NA,NA,NA
15871,Male,WSB,NA,1469,8,7,106,14,16.1,19.5,19.5,NA,NA,2,57,11.2,NA,Male,NA,NA,NA,NA,NA,NA,Male,226.515515,661.3666667,NA,NA,NA,NA,NA,NA
15987,Female,Gough,NA,1483,6,9,107,11.4,13.2,14.1,15,15.1,15,7,61,4.57,9,Female,44,4.55,70,55,3,5,Female,269.1360501,741.7,179.9373753,534.6333333,276,82,627.1,252.2666667
15988,Female,Gough,NA,1483,6,9,107,12.4,13.9,14.8,15.5,14.5,14.9,4,59,3.97,1,Female,44,5.17,70,53,3.72,2,Female,190.6090148,424.4333333,174.5706394,479.3333333,386,78,761.6,301.5333333
15989,Female,Gough,NA,1483,6,9,108,13.1,14.3,15.7,15.7,15.2,17,10,57,10.88,5,Female,46,7.97,70,50,4.95,4,Female,192.3985337,646.5333333,196.282757,637.0666667,367,71,557.2,195.6666667
15990,Female,Gough,NA,1483,6,9,108,11.3,13.1,14.5,14.7,14.5,15.3,11,53,11.48,6,Female,46,7.33,70,47,5.7,4,Female,161.6927746,678.8666667,191.0181625,688.4,540,84,706.4666667,180.1
15992,Male,Gough,NA,1483,6,9,109,14.9,16.5,17.2,17.6,18,18.9,7,56,9.8,8,Male,44,2.83,70,41,8.17,9,Male,130.2665567,509.6333333,185.12154,569.6333333,75,48,468.9,209.6333333
15993,Male,Gough,NA,1483,6,9,109,11.3,14.3,19,20.4,20.5,20.7,6,56,9.17,8,Male,43,3.45,72,40,8.88,10,Male,271.1539429,483.1333333,529.7778513,264.6666667,244,113,702.8666667,224.9333333
15994,Male,Gough,453.612,1483,6,9,110,13.8,15.7,16.9,18,18.5,18.8,4,59,7.43,5,Male,43,6.27,72,42,10.1,5,Male,281.7997572,609.3,275.073587,637.5666667,280,133,744.7333333,296.2333333
