Supplementary Table 5.  Raw measurements and metadata for F2s used in this study.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Sex,Grandmother Inbred Line,Corticosterone ng/mL,Litter.ID,Partuition.Number,Litter.Size,Cage.ID,Week.4.Weight,Week.5.Weight,Week.6.Weight,Week.7.Weight,Week.8.Weight,Week.9.Weight,Fecal.Boli.4wk,Humidity.4wk,Time.of.Day.4wk,Fecal.Boli.8wk,OF.8wk.Estrous,Humidity.8wk,Time.of.Day.8wk,Temperature.LD,Humidity.LD,Time.of.Day.LD,Fecal.Boli.LD.Total,Estrous.LD,Distance.Traveled.4wk,Time.in.Center.4wk.increased.radius,Distance.Traveled.8wk,Time.in.Center.8wk.increased.radius,Light.Chamber.Entrances.LD,Center.Crosses.LD,Time.in.Light.Chamber.LD,Time.Past.Center.LD
15995,Male,Gough,NA,1483,6,9,110,12.1,13.7,14.5,14.9,14.4,14.8,7,59,8.1,3,Male,43,6.63,72,42,10.83,3,Male,158.6402135,571.2333333,128.9413409,272,175,35,397.4,169.3333333
16012,Female,WSB,NA,1468,9,7,111,15,17.1,17.1,17.4,17.6,18.1,7,67,4.25,8,Female,47,10.53,72,60,3.65,12,Female,170.4518317,560.7666667,256.3646628,298.0666667,393,64,783.7666667,293.4666667
16014,Female,WSB,NA,1468,9,7,111,14.8,16.5,17.2,16.6,17.2,17.6,6,67,3.62,6,Female,46,9.88,70,59,2.92,8,Female,147.3404305,657.5333333,259.7383292,394.9,299,59,655.9333333,222.5333333
16015,Male,WSB,NA,1468,9,7,112,15.8,17.4,18,19.6,19.8,20.4,9,68,5.43,9,Male,50,3.48,72,50,7.55,8,Male,246.7405217,416.1,256.5295457,488.5666667,339,66,593,230.3333333
16016,Male,WSB,NA,1468,9,7,112,15.8,17.7,18.3,19.2,19.4,20.4,8,67,6.05,11,Male,48,4.1,72,47,8.27,0,Male,143.4003429,443.3666667,170.2860826,610.2,307,45,669.5333333,201.2666667
16017,Male,WSB,NA,1468,9,7,113,13.3,16,17.3,16.9,18.2,18.7,10,63,9.4,6,Male,46,8.8,72,43,10.18,0,Male,99.68984687,594.4333333,203.1698948,289.4666667,360,33,702.7333333,146.6666667
16018,Male,WSB,NA,1468,9,7,113,18,18.9,20.5,20.4,21.2,22,10,63,8.78,9,Male,46,8.18,72,45,9.47,7,Male,94.04118518,327.9,195.5626119,504.3666667,284,35,723.9666667,183.8333333
16025,Female,WSB,NA,1466,8,9,114,13.5,15,15.4,15.1,15.5,16.3,8,62,3.43,6,Female,53,5.52,68,54,4.07,11,Female,103.9610961,292.6666667,253.2166265,197.1333333,250,59,551.6666667,225.9666667
16026,Male,WSB,NA,1466,8,9,115,14.6,18.6,19.2,19.6,20.1,21.4,6,61,5.75,8,Male,54,9.5,72,59,5.7,5,Male,150.4163448,281.2333333,174.4582204,337.4,152,36,649.5,238.6
16027,Male,WSB,NA,1466,8,9,115,15.9,19.5,20.4,20.4,21.3,22.1,7,63,5.13,7,Male,54,8.63,72,58,5,10,Male,111.7683959,315.9666667,145.7540284,251.5666667,313,47,739.5666667,214.2333333
16028,Male,WSB,NA,1466,8,9,116,12.5,15.2,15.8,16.4,16.4,16.5,7,55,8.85,10,Male,67,8.78,72,56,8.58,7,Male,176.1729789,422.3666667,152.3797825,543.4,264,65,664.1666667,248.8
16029,Male,WSB,NA,1466,8,9,116,13.4,15.9,17.3,17.6,17.9,18.1,2,57,8.22,10,Male,69,8.17,72,53,9.3,5,Male,151.8910995,651.8,152.0407821,471.7,184,56,584.0333333,208.6
16030,Male,WSB,NA,1466,8,9,117,10,10.4,15.3,16.6,17.1,18.1,6,54,10.53,9,Male,55,3.17,72,56,3.05,8,Male,139.5017028,400.4333333,163.0024001,509.7,222,53,535.1,208.3333333
16031,Male,WSB,NA,1466,8,9,117,10.5,13.9,19.4,20.8,20.4,21.1,3,55,9.92,8,Male,54,3.82,72,56,3.77,8,Male,156.1503308,441.0333333,202.9486499,618.8,206,57,590.5333333,238.0666667
16033,Female,WSB,NA,1466,8,9,114,10.4,11.4,13.2,13.5,13.3,13.8,7,63,4.05,6,Female,53,4.9,70,54,4.83,8,Female,149.2586895,267.2,230.0006915,396.3666667,384,66,744.2,337.5666667
16101,Female,Gough,366.365,1484,6,11,118,11.4,12.2,14.3,14,15.1,15,8,71,5.62,11,Female,55,2.95,70,55,5.82,9,Female,114.7060886,323.9,137.4808087,312.5666667,357,42,586.8666667,214.6333333
16102,Female,Gough,NA,1484,6,11,118,11,12.1,14.8,15.1,16.8,16.9,6,71,5,4,Female,55,3.58,70,55,5.07,3,Female,159.4801582,288.1,162.4046859,202.8,325,41,609.9666667,230.7
16103,Male,Gough,NA,1484,6,11,119,11.1,13.5,14.6,14.8,15.2,15.2,9,65,9.77,8,Male,53,5.5,72,53,9.25,6,Male,114.2758926,432.0666667,136.0359786,713.3666667,195,44,639.9,221.3666667
16104,Male,Gough,582.104,1484,6,11,119,12.3,14.9,15.6,15.5,15.4,16.1,13,65,10.38,12,Male,57,4.85,70,53,8.52,7,Male,165.6657892,503.8333333,238.7079779,827.6666667,186,75,621.8666667,244.0666667
16105,Male,Gough,NA,1484,6,11,120,11.6,13,14.4,15,14.6,14.9,9,68,3.28,8,Male,49,10.28,68,54,3.9,11,Male,112.9544305,440.0666667,154.5467589,328.8,554,58,722.5333333,199.0333333
16106,Male,Gough,NA,1484,6,11,120,15.4,17.7,18.3,19,18.3,19,7,69,3.92,9,Male,52,9.68,68,53,3.18,11,Male,106.1700964,347.4,105.7239147,188.8666667,323,54,680.4666667,233.3666667
16110,Male,Gough,NA,1484,6,11,121,13.3,15.4,18,18.8,19,18.8,2,66,8.67,5,Male,53,8.58,72,51,11.17,11,Male,196.4565821,357.2,243.0389319,393.2,233,56,698.6333333,278.4
16111,Male,Gough,NA,1484,6,11,121,13,14.8,16.3,16.9,16.7,17,3,67,8.05,7,Male,54,7.47,72,52,10.45,6,Male,127.6682019,643,236.3662733,420.2333333,453,44,570.8666667,127.7666667
16197,Female,Gough,NA,1526,6,10,122,12.2,13.8,14.7,14.6,15,15.7,4,56,9.92,10,Female,46,5.67,75,57,8.47,5,Female,206.2057875,438.2,251.4071389,510.5666667,341,71,676.9333333,221.7
16198,Female,Gough,NA,1526,6,10,122,11.4,13.6,15.2,16.3,16.1,15.3,6,55,10.55,10,Female,48,5.05,75,60,7.72,8,Female,152.5583067,340.5333333,124.427325,681.6666667,260,54,602.6666667,285
16199,Female,Gough,886.376,1526,6,10,123,10.6,13.8,15.2,16.4,16.4,16.7,12,60,7.95,6,Female,49,3.07,75,54,10.45,10,Female,158.4316884,539.3,160.1993382,539.7,326,45,492.8666667,191.6
16200,Female,Gough,NA,1526,6,10,123,11,13.4,14.5,14.8,14.8,14.6,10,61,8.6,6,Female,49,3.7,75,57,9.7,6,Female,230.5065398,386.1666667,205.0452044,354.6,381,58,617.6333333,254.1666667
16201,Female,Gough,NA,1526,6,10,124,10.4,12.8,13.8,13.5,13.2,13.9,10,61,9.77,8,Female,39,10.93,75,64,4.02,7,Female,197.9840399,523.7,220.3859232,577.8666667,208,67,585.2,260.4
16202,Female,Gough,NA,1526,6,10,124,10.2,13.4,15.2,16.2,15.8,17.1,8,61,10.38,7,Female,39,10.32,75,65,4.75,7,Female,176.4129485,785.5,198.1124039,664.9333333,349,99,637.6666667,256.7333333
16203,Male,Gough,NA,1526,6,10,125,13.4,16.5,16.1,16.5,16.1,16,7,58,3.32,10,Male,40,8.6,77,59,8.7,7,Male,107.2131926,590.5666667,148.5663425,563.4,422,57,625.1666667,190.7666667
16204,Male,Gough,NA,1526,6,10,125,11.6,16,16.5,17.2,17.1,17.4,9,57,3.95,6,Male,40,9.2,75,61,7.97,0,Male,177.8671344,632.6333333,229.9364882,643.6666667,275,82,562.9333333,192.9
16205,Male,Gough,NA,1526,6,10,126,16.5,17.3,18,NA,NA,NA,8,59,8.77,NA,Male,NA,NA,NA,NA,NA,NA,Male,101.1423179,630.9666667,NA,NA,NA,NA,NA,NA
16206,Male,Gough,NA,1526,6,10,126,16.2,18.1,18.3,NA,NA,NA,10,61,8.13,NA,Male,NA,NA,NA,NA,NA,NA,Male,132.5975407,295.1666667,NA,NA,NA,NA,NA,NA
16393,Female,WSB,NA,1466,9,11,127,10.9,12.1,12.6,13.7,14.2,15.4,4,48,7.88,7,Female,37,9.77,66,69,6.7,7,Female,178.980245,677.8,121.5132387,529.3,321,32,583.8666667,243.9
16394,Female,WSB,NA,1466,9,11,127,11.8,12.6,13.3,14,14.5,15,8,49,7.27,8,Female,36,10.4,66,68,7.45,0,Female,223.8863185,449.3666667,204.7445109,432.8666667,NA,NA,NA,NA
16395,Female,WSB,NA,1466,9,11,128,10,11.8,13,13.2,13.3,14.1,9,46,8.95,5,Female,40,8.53,66,66,4.22,10,Female,171.8385554,430.7,122.6363299,490.9,262,51,691.1666667,247.5
16396,Female,WSB,NA,1466,9,11,128,11.8,13.9,14.8,15.6,15.4,15.8,10,45,9.57,10,Female,43,7.93,64,67,3.47,8,Female,167.2683499,486.6333333,95.7775003,524.6333333,283,57,684.8,300.1
16397,Female,WSB,NA,1466,9,11,129,12.2,14.3,15.2,15.2,14.8,15.6,7,42,8.53,7,Female,42,9.85,66,66,11.42,6,Female,219.4691061,497.0666667,250.3891115,472.9666667,163,43,421.7333333,154.1
16398,Female,WSB,NA,1466,9,11,129,10.8,12.9,13.3,13.7,13.7,14.5,9,40,9.17,11,Female,44,10.48,66,67,10.67,8,Female,194.7946219,510.1333333,152.4385221,502.5333333,338,56,539.8666667,156.2333333
16399,Male,WSB,NA,1466,9,11,130,14.9,17.2,17.9,18,17.8,19,5,48,5.82,8,Male,44,8.73,64,70,4.3,6,Male,218.5520682,254.2,200.2012692,218.6,374,49,686.7333333,208.9666667
16401,Male,WSB,NA,1466,9,11,131,12.7,18.6,19.6,19.6,19.4,20,7,38,10.87,10,Male,51,3.23,66,68,9.47,4,Male,168.4088274,429.0666667,106.4767004,609.5333333,290,48,625.1666667,235.1666667
16402,Male,WSB,NA,1466,9,11,131,10.6,14.3,16.3,15.8,15.5,16.1,6,38,10.23,7,Male,50,3.87,66,68,8.72,3,Male,186.7040552,298.9,112.1837505,250.5,242,36,754,204.4
16403,Male,WSB,NA,1466,9,11,130,14.3,16.6,16.7,16.6,16.6,17.6,9,47,5.2,7,Male,43,8.13,64,71,5.05,9,Male,188.891924,574.0333333,192.2548741,613.8,366,49,534.6666667,198.5
16459,Female,WSB,NA,1469,9,7,132,12.1,14.7,15.8,16.3,15.7,16.5,9,67,10.55,7,Female,37,4.83,72,47,9.8,1,Female,129.5242193,556.1,154.5857557,735.2,253,50,750.6,198.6
16460,Female,WSB,NA,1469,9,7,132,11.6,13.3,13.9,14.2,14,14.7,8,67,9.92,9,Female,37,5.47,72,47,10.53,1,Female,144.6166644,364.2,123.429093,528.9666667,155,53,771.6333333,388.9
16461,Male,WSB,NA,1469,9,7,133,15.6,17.7,17.8,19.2,19.1,19.4,5,59,3.38,8,Male,34,9.88,70,47,8.62,11,Male,221.7576373,382.3333333,215.9864081,356.0666667,237,65,729.3666667,262.3
16462,Male,WSB,NA,1469,9,7,133,15.2,16.3,17.6,19.3,18.6,19.6,4,62,3.98,5,Male,34,9.27,70,48,7.85,6,Male,198.7128147,316.9,116.7331063,181.5333333,368,45,554.6,143.1
16464,Male,WSB,NA,1469,9,7,134,12.8,14.8,16.9,17.2,16.3,16.8,11,67,5.13,5,Male,36,3.78,70,48,3.18,2,Male,122.2122032,363.3,173.0643294,655.4,164,46,588.1,239.3333333
16465,Male,WSB,NA,1469,9,7,134,15.4,18.5,19.7,20,19.4,20,8,68,5.78,10,Male,36,3.15,70,48,2.43,10,Male,174.4316952,454.1333333,172.8838282,451.4333333,204,55,804.7333333,454.5
16479,Female,Gough,NA,1484,7,12,135,10.3,11.2,12.5,13.2,12.9,13.4,11,70,8.42,8,Female,40,5.18,68,53,10,3,Female,189.6600285,708.3333333,248.4235585,558.7,399,69,560.8,159.7333333
16480,Female,Gough,NA,1484,7,12,135,9.2,9.9,9.6,10.7,10.9,11.6,5,71,7.73,6,Female,40,5.8,68,53,10.75,2,Female,154.3543999,367.8,185.2319452,471.6,274,52,516.5333333,225.7666667
16481,Female,Gough,NA,1484,7,12,136,11.5,13,12.8,13.4,14.5,14.7,5,68,9.47,5,Female,60,5.83,70,45,5.12,4,Female,141.5474618,593.4666667,178.8359613,781.0333333,401,44,574,181.6333333
16482,Female,Gough,NA,1484,7,12,136,9.5,10.9,12.2,12.8,12.7,13,11,63,10.07,9,Female,59,5.2,70,48,4.38,11,Female,151.187599,282.8,136.809734,230.8333333,199,41,385.2333333,171.4
16483,Male,Gough,NA,1484,7,12,137,11.1,13.4,14.7,15.4,16.2,15.6,5,72,3.57,7,Male,65,8.88,68,54,8.78,9,Male,150.7402039,382.8666667,170.7755951,326.7,290,49,585.8333333,244.2
16484,Male,Gough,NA,1484,7,12,137,11.1,13.4,14,13.4,13.1,14,9,73,2.95,8,Male,64,9.52,68,54,8.07,5,Male,144.1257251,377.7333333,158.444826,533.1666667,227,50,585.8333333,199.4666667
16485,Male,Gough,NA,1484,7,12,138,14.8,15.5,15.6,16.3,15.6,16.1,8,72,4.67,12,Male,55,3.38,68,49,4.15,8,Male,119.7477234,604.1333333,215.0649543,438.4666667,249,70,689.5666667,307.8666667
16486,Male,Gough,442.428,1484,7,12,138,14.2,15,15.5,16.1,16.6,16.7,7,73,5.3,9,Male,55,4,68,51,3.42,9,Male,93.25289691,268.3333333,145.3771802,403.2333333,156,46,650.5666667,261.6
16537,Female,Gough,622.329,1526,7,9,139,12.6,13.8,15.5,15.9,17,17,0,60,5.12,8,Estrous,73,8.38,66,38,11.2,0,Female,176.2892524,531.9333333,164.7576508,667.0666667,227,50,583.9666667,197.2666667
16538,Female,Gough,NA,1526,7,9,139,11.7,13.4,15.1,15.6,15.8,16.3,7,60,5.72,3,Female,75,9.02,66,39,10.47,4,Female,130.7815562,416,122.9146088,526.2333333,206,40,727.8333333,289.2
16541,Male,Gough,NA,1526,7,9,140,13,16,17.7,18.5,18.9,19.4,3,53,10.77,6,Male,48,8.33,68,49,4.12,9,Male,221.0124028,446.4333333,158.1411316,451.1666667,341,63,753.3333333,292.9333333
16542,Male,Gough,445.848,1526,7,9,140,15.9,18.8,19.6,20.2,20.3,20.3,13,55,10.13,9,Male,48,8.95,66,50,3.38,7,Male,95.18454819,649.5666667,212.3855305,511.1,280,60,774.2,267.3333333
16543,Male,Gough,NA,1526,7,9,141,18.2,20.3,21.6,21.9,22.2,21.9,5,54,9.08,5,Male,53,10.67,66,42,8.53,5,Male,64.33896276,396.8,85.78992071,274.2,47,33,458.1666667,240.3333333
16544,Male,Gough,NA,1526,7,9,141,13.4,16.3,17.8,18,18.5,18,5,56,8.45,8,Male,42,10.03,66,40,9.27,5,Male,165.7909145,360.2,192.9339213,441.1666667,290,63,688.4666667,221.4666667
16581,Female,Gough,320.995,1525,8,9,142,11.3,13.6,15.7,17.6,16.9,16.7,8,52,5.35,11,Female,63,8.48,70,53,6.4,4,Female,129.1118694,395.6666667,144.9653023,544.1,345,82,698.7666667,243.8333333
16582,Female,Gough,NA,1525,8,9,142,12.4,14.1,15.2,15.3,14.6,15.7,6,52,4.72,6,Female,62,9.1,70,53,5.63,8,Female,146.3966606,458.2,178.5931848,501.1333333,253,79,718.4666667,336.5
16583,Female,Gough,NA,1525,8,9,143,12.4,13.8,15.8,16.4,16.1,16.8,9,48,10.27,13,Female,57,3.23,70,48,10.47,9,Female,146.3488588,374.9666667,139.6629626,556.5333333,231,75,677.2333333,279.4
16584,Female,Gough,NA,1525,8,9,143,12.6,14.7,15.8,16.7,16.2,16.5,5,49,9.67,7,Female,58,3.85,70,47,11.2,3,Female,153.0005244,540.5333333,151.9541262,546.7666667,257,61,744.2333333,247.1333333
16585,Female,Gough,829.958,1525,8,9,144,10.7,12,13.2,14.3,14.3,14.7,12,51,2.93,8,Female,58,10.18,68,51,4.27,4,Female,254.3412145,430.1,208.4526612,335.1666667,303,60,530.5,202.8666667
16586,Female,Gough,1000,1525,8,9,144,11.2,12.9,14.5,15.8,14.7,15.4,7,51,3.6,5,Female,57,10.82,68,48,3.52,9,Female,159.358258,781.7,163.2399316,501.4666667,223,61,540,202.9333333
16587,Female,Gough,NA,1525,8,9,145,10.9,12.6,13.8,14.7,14.3,15.4,7,49,8.55,4,Female,61,5.57,70,50,8.42,0,Female,182.7044424,454.5666667,229.8640376,493.4666667,284,139,816.5333333,338.0333333
16588,Female,Gough,NA,1525,8,9,145,12.4,14.8,16.8,17.2,16.6,17.3,8,49,7.93,11,Female,60,4.95,70,51,9.15,9,Female,129.3476721,707.8666667,135.6361915,748.3666667,385,72,815.8666667,356.8
16628,Male,WSB,NA,1467,10,11,146,19.7,20.6,21.2,23,23.1,24.5,5,62,4.18,6,Male,33,5.2,68,55,5.13,9,Male,165.2819241,428.9333333,125.3036864,455.7,165,48,708.3333333,307.2333333
16629,Male,WSB,NA,1467,10,11,146,13.5,16.3,15.8,16.3,15.5,16.7,7,61,3.55,9,Male,32,5.82,68,55,5.78,3,Male,221.6967204,461.9333333,203.1262611,502.2666667,246,79,655.9666667,268.0333333
16630,Male,WSB,NA,1467,10,11,147,16.5,18.4,19.3,20,19.2,NA,0,57,4.67,7,Male,29,10.77,NA,NA,NA,NA,Male,159.8356043,645.6666667,132.2256284,669.0666667,NA,NA,NA,NA
16631,Male,WSB,NA,1467,10,11,147,14.5,18.3,20.3,21.5,20.7,NA,9,57,5.32,11,Male,29,10.05,NA,NA,NA,NA,Male,206.0271796,404.2666667,138.4471111,398.5,NA,NA,NA,NA
16632,Female,WSB,NA,1468,11,8,148,12.8,17,18.3,19.8,18.7,20.2,7,56,8.4,2,Female,32,10.32,70,63,11,0,Estrous,149.7239623,535.9333333,196.1861313,549.0666667,199,54,548.1333333,216.7333333
16633,Female,WSB,NA,1468,11,8,148,12,13.6,14.6,15.5,18.3,20.9,7,55,9.02,9,Estrous,32,10.93,70,64,10.25,7,Female,169.5415683,606.7333333,185.5352513,673.5,203,83,736.2333333,280.0333333
16634,Female,WSB,NA,1468,11,8,149,10.5,12.3,14.2,15.3,14.4,14.6,6,55,3.62,5,Female,33,5.5,68,62,5.15,8,Female,224.3505309,634.3666667,213.4848447,650.2333333,155,51,495.6333333,189.2
16635,Female,WSB,NA,1468,11,8,149,10.9,13.2,15.2,16.6,15.4,16.1,9,54,3,11,Female,33,4.85,68,63,5.9,8,Female,135.1687602,537.3,129.0954172,487,160,48,592.1,240.9
16636,Male,WSB,NA,1468,11,8,150,16,19.5,19.8,20.8,21.5,22.1,7,63,5.28,8,Male,32,8.55,70,65,9.03,6,Male,117.340101,546.4666667,155.2153194,449.2333333,248,47,723.8666667,150.6333333
16637,Male,WSB,NA,1468,11,8,150,17.9,21.6,22.2,23.5,23.3,24.7,9,64,5.9,9,Male,32,9.18,70,65,8.32,2,Male,111.1632828,518.3666667,148.3340695,601.2333333,143,51,785.4333333,202.6666667
16667,Female,Gough,NA,1486,8,11,151,11.3,12.2,12.8,14,13.6,13.8,8,50,3.98,6,Female,32,9.18,68,43,8.78,5,Female,191.8955823,781.4,216.6790477,747.9,198,95,640.8666667,330.9666667
16668,Female,Gough,1000,1486,8,11,151,11.3,12.2,14,14.3,13,13.5,6,51,3.35,2,Female,32,9.82,68,44,8.05,2,Female,254.9864693,560.0666667,258.6401226,524.6,265,74,592.5,272.4666667
16669,Female,Gough,NA,1486,8,11,152,11.3,13,14.6,15.1,15.2,16.1,4,59,10.67,2,Female,32,10.73,70,59,3.95,4,Female,202.0103244,709.4333333,239.6193404,731.8666667,184,86,594.6666667,270.9
16670,Female,Gough,NA,1486,8,11,152,10.3,10.9,11.8,12.6,12.1,12.4,11,58,10.02,6,Female,32,10.1,70,57,4.7,7,Female,110.2169616,813.3,147.2610309,321.2333333,126,59,497.0666667,260.7333333
16671,Female,Gough,NA,1486,8,11,153,11.5,12.8,14.2,15.2,14.8,15.5,10,53,5.07,8,Female,32,3.58,70,47,6.02,6,Female,146.5379761,468.3666667,151.9894289,222.1,275,47,623.1333333,223.0333333
16672,Female,Gough,NA,1486,8,11,153,10.9,12.3,14.1,15.1,14.1,13.6,7,56,5.7,9,Female,31,4.2,70,47,5.28,8,Female,162.9897036,410.2666667,134.1306243,479.7,241,63,660.8666667,305.6
16673,Female,Gough,NA,1486,8,11,154,10.1,12,13.2,13.2,13,13.7,7,61,10,8,Female,33,5.17,68,57,10.8,12,Female,166.5425409,478.2333333,188.1192537,503.2333333,240,39,468.8333333,161.5333333
16674,Female,Gough,1000,1486,8,11,154,11.1,14,14.1,13.9,12,15,12,60,10.63,2,Female,33,5.85,68,54,10.03,3,Female,166.3715061,721.6666667,295.4849865,630.6,190,52,497.8333333,280.1333333
16676,Male,Gough,NA,1486,8,11,155,12.2,14.2,14.6,15.1,14.1,15.5,7,61,8.33,5,Male,33,8.4,68,48,3.35,8,Male,165.6948763,461.3666667,222.7282401,479.5333333,270,82,581.8333333,267.3333333
16677,Male,Gough,NA,1486,8,11,155,13.2,14.7,15,16.4,15.4,17,11,61,8.95,10,Male,33,9.02,70,47,4.08,11,Male,166.7223318,247.6,188.9363938,419.1333333,196,96,615.3666667,269.1
16723,Female,Gough,NA,1483,8,12,156,10.7,12.9,15.4,16.1,14.7,15.9,5,57,10.32,5,Female,63,9.58,70,35,10.53,3,Female,179.8913674,403.6,175.2824504,284.7,207,56,621.5333333,284.2666667
16724,Female,Gough,NA,1483,8,12,156,11.2,14.5,17,18.6,17.8,19.1,4,56,10.93,6,Estrous,63,8.95,70,34,9.78,10,Estrous,171.4302149,615.0666667,202.2363106,590.2333333,272,24,573.8,106.4666667
16725,Female,Gough,929.379,1483,8,12,157,9.9,11.3,12.6,12.4,12,12.5,12,40,8.63,7,Female,60,10.68,70,33,5.02,6,Female,111.723428,657.2333333,119.4029168,474.9666667,192,45,479.5666667,197.5666667
16726,Female,Gough,NA,1483,8,12,157,9.6,11.9,13.7,14,13.6,13.9,3,39,8.02,5,Female,60,11.3,70,34,5.77,6,Female,244.3750229,446.5666667,133.4065471,200.3666667,169,58,488.6,215.6
16727,Male,Gough,NA,1483,8,12,158,11,13.5,14.7,15.3,15.1,15.6,6,48,9.72,8,Male,60,6.1,68,37,10.35,8,Male,146.8128726,481.9333333,204.5197098,419.9333333,197,56,547.2666667,229.1
16728,Male,Gough,637.088,1483,8,12,158,15.3,17.9,18.5,19.4,18.5,19.4,6,38,10.33,9,Male,59,5.47,68,41,11.07,10,Male,124.3618767,729,166.650058,420.7,131,29,661.1333333,165.8333333
16730,Male,Gough,NA,1483,8,12,159,10.7,13.4,15,15.7,15.2,16.4,5,44,4.78,10,Male,57,3.75,68,36,3.08,10,Male,158.7518461,728.9333333,135.2612064,744.4333333,206,70,662.7333333,240.5
16731,Male,Gough,NA,1483,8,12,159,12.5,14.9,15.8,16.3,16.4,17,6,43,5.42,8,Male,57,4.38,68,34,3.8,6,Male,134.2222109,342.1,118.7496128,446.8,194,49,596.2333333,238.0666667
16803,Male,Gough,NA,1484,8,10,160,14.8,17.4,18.2,18.6,18.8,20.7,8,57,5.07,6,Male,48,3.8,68,45,5.17,7,Male,146.0702106,394.4666667,156.2393976,524.4666667,259,61,676.6666667,232.6
16804,Male,Gough,NA,1484,8,10,161,11.5,15.5,15.9,16.5,16.5,17.6,5,39,8.6,4,Male,47,5.58,70,50,8.97,0,Male,137.012331,379.3666667,100.36354,347.2333333,181,49,755.4333333,309.7
16805,Male,Gough,NA,1484,8,10,161,14,16.9,18.7,19.9,20,21.4,3,38,9.22,7,Male,47,6.22,70,50,8.27,6,Male,149.2000166,380.7333333,120.2778791,439.8333333,134,65,960.9333333,347.9
16806,Male,Gough,NA,1484,8,10,162,11.9,15.8,17.5,17.4,17.5,18.6,9,59,3.32,7,Male,37,9.03,68,41,3.98,12,Male,124.3877341,345.4333333,117.5293483,409,158,46,501.5666667,235
16807,Male,Gough,NA,1484,8,10,162,10.8,14.1,16.3,15.5,15.9,17.2,5,60,4,7,Male,42,8.42,66,41,3.27,9,Male,166.4540927,356.1333333,151.2542143,357.4666667,173,76,647.6333333,295.4333333
16808,Male,Gough,359.847,1484,8,10,160,11.8,15.2,16.1,16.2,15.8,16.5,6,54,5.68,6,Male,49,4.4,68,49,5.87,5,Male,123.4765629,654.4,130.1931329,502.5,286,71,568.7666667,238.7666667
16903,Male,Gough,304.795,1525,9,9,163,14.4,16.9,16.9,17.9,17.6,18.2,10,54,3.28,8,Male,34,5.28,70,25,8.87,0,Male,130.3771916,595.0333333,208.6110958,569.0333333,240,51,658.4333333,283.9
16904,Male,Gough,126.451,1525,9,9,163,16.3,18.1,17.8,18.9,18.4,19.2,13,54,3.92,10,Male,35,4.62,70,25,9.58,4,Male,121.6707747,252.6666667,204.6143869,327.8333333,193,58,658.6666667,274.4
16905,Female,Gough,665.68,1525,9,9,164,13.4,13.6,14.4,15.4,15.7,15.7,7,52,11.25,6,Female,30,8.95,68,35,5.07,6,Female,155.6858982,474.4,160.5258394,457.9666667,246,113,675.9,359.4333333
16906,Female,Gough,NA,1525,9,9,164,14.3,14.8,14.8,15.8,16.3,17.4,7,54,10.63,0,Female,30,8.33,68,35,5.82,3,Female,128.2605746,395.2666667,140.7498644,523.9,183,53,491.9333333,204.8333333
17085,Male,WSB,NA,1466,11,10,165,15.6,17,16.8,17,17,18,8,46,9.05,11,Male,33,3.92,70,33,8.97,5,Male,126.7687596,628.2,247.7936183,516.2666667,184,45,759.1333333,163.9666667
17086,Male,WSB,NA,1466,11,10,165,13.6,15,14.8,14.6,14.3,15,7,47,8.43,7,Male,33,3.3,70,33,8.27,6,Male,165.4766982,697.3333333,306.8752466,572.4666667,147,66,541.2333333,254.6666667
17089,Female,WSB,NA,1466,11,10,166,9.8,11,11.1,11.7,11.9,12.2,4,43,10.75,6,Female,39,11.03,70,35,5.93,0,Female,123.661248,457.9333333,246.61402,511.3666667,183,76,611.9666667,306.9666667
17090,Female,WSB,NA,1466,11,10,166,9.6,11.3,12.5,13.4,11.9,12,12,44,10.05,8,Female,37,10.4,68,35,5.22,7,Female,110.2598486,460.1666667,151.3096348,361.5666667,161,67,612.7333333,347.2666667
17091,Female,WSB,NA,1466,11,10,167,11,13.3,14.1,14.5,13.8,13.6,11,41,4,13,Female,36,9.33,68,35,3.3,1,Female,124.7657798,307.7,183.2673003,314.4333333,162,59,546.2666667,284.9333333
17092,Female,WSB,NA,1466,11,10,167,8.1,10,11.3,11.6,10.9,10.9,14,40,3.38,6,Female,35,8.7,68,35,4.03,3,Female,208.4240412,552.3,231.8970531,460.7666667,187,77,621.4,274.4666667
17093,Female,WSB,NA,1466,11,10,168,11.9,14.3,14.5,15.4,15.6,15.7,12,42,5.75,9,Female,33,5.63,70,32,11,0,Female,210.2312374,507.1666667,178.3817065,362.5,NA,NA,NA,NA
17094,Female,WSB,NA,1466,11,10,168,12.7,14.6,15.5,16.9,16.9,16.7,7,42,5.1,8,Female,33,5.02,70,33,10.27,9,Female,134.6185035,454.2,118.3423211,225.9333333,139,32,483.7333333,183.4
17122,Male,Gough,NA,1483,9,12,169,11.1,15.1,16.3,17.5,NA,NA,11,53,9.2,NA,Male,NA,NA,NA,NA,NA,NA,Male,161.7410623,778.0666667,NA,NA,NA,NA,NA,NA
17123,Male,Gough,NA,1483,9,12,169,12.5,14,15.9,16.9,16.3,NA,4,55,8.57,13,Male,46,3.5,NA,NA,NA,NA,Male,168.2259172,583.5333333,213.087688,609.4666667,NA,NA,NA,NA
